Batch 229: Elapsed time: 0:05:33, cells: 9785, cells/sec: 29.38, nnz: 20.24M, nnz/sec: 60788.75, nnz/cell: 2068.7, max_nnz_active: 973.02M, max_cells_active: 512000 
Batch 382: Elapsed time: 0:05:33, cells: 12359, cells/sec: 37.11, nnz: 10.79M, nnz/sec: 32395.51, nnz/cell: 872.9, max_nnz_active: 1224.64M, max_cells_active: 511998 
Batch 716: Elapsed time: 0:05:33, cells: 8946, cells/sec: 26.86, nnz: 9.88M, nnz/sec: 29672.89, nnz/cell: 1104.5, max_nnz_active: 1296.05M, max_cells_active: 509562 
Batch 330: Elapsed time: 0:05:35, cells: 10568, cells/sec: 31.55, nnz: 21.32M, nnz/sec: 63654.94, nnz/cell: 2017.8, max_nnz_active: 1423.10M, max_cells_active: 511984 
Batch 124: Elapsed time: 0:05:36, cells: 8649, cells/sec: 25.74, nnz: 20.47M, nnz/sec: 60927.54, nnz/cell: 2366.9, max_nnz_active: 1335.39M, max_cells_active: 511980 
Batch 170: Elapsed time: 0:05:36, cells: 30263, cells/sec: 90.07, nnz: 41.00M, nnz/sec: 122026.07, nnz/cell: 1354.8, max_nnz_active: 1644.31M, max_cells_active: 511987 
Batch 925: Elapsed time: 0:05:38, cells: 14806, cells/sec: 43.80, nnz: 4.60M, nnz/sec: 13598.39, nnz/cell: 310.4, max_nnz_active: 1167.39M, max_cells_active: 511823 
Batch 303: Elapsed time: 0:05:40, cells: 10967, cells/sec: 32.26, nnz: 16.79M, nnz/sec: 49369.77, nnz/cell: 1530.6, max_nnz_active: 1287.81M, max_cells_active: 511988 
Batch 882: Elapsed time: 0:05:40, cells: 10604, cells/sec: 31.19, nnz: 15.56M, nnz/sec: 45770.11, nnz/cell: 1467.5, max_nnz_active: 1306.21M, max_cells_active: 511935 
Batch 884: Elapsed time: 0:05:40, cells: 12412, cells/sec: 36.51, nnz: 23.13M, nnz/sec: 68043.39, nnz/cell: 1863.9, max_nnz_active: 899.51M, max_cells_active: 511693 
Batch 742: Elapsed time: 0:05:43, cells: 12094, cells/sec: 35.26, nnz: 16.15M, nnz/sec: 47089.60, nnz/cell: 1335.5, max_nnz_active: 1443.49M, max_cells_active: 511924 
Batch 38: Elapsed time: 0:05:45, cells: 9737, cells/sec: 28.22, nnz: 9.82M, nnz/sec: 28456.55, nnz/cell: 1008.3, max_nnz_active: 1023.13M, max_cells_active: 511994 
Batch 331: Elapsed time: 0:05:46, cells: 8252, cells/sec: 23.85, nnz: 14.19M, nnz/sec: 41024.47, nnz/cell: 1720.1, max_nnz_active: 1301.04M, max_cells_active: 511962 
Batch 186: Elapsed time: 0:05:46, cells: 14432, cells/sec: 41.71, nnz: 4.48M, nnz/sec: 12961.72, nnz/cell: 310.8, max_nnz_active: 1213.13M, max_cells_active: 511987 
Batch 834: Elapsed time: 0:05:50, cells: 8482, cells/sec: 24.23, nnz: 9.53M, nnz/sec: 27226.27, nnz/cell: 1123.5, max_nnz_active: 1308.80M, max_cells_active: 512000 
Batch 540: Elapsed time: 0:05:50, cells: 9401, cells/sec: 26.86, nnz: 5.52M, nnz/sec: 15783.67, nnz/cell: 587.6, max_nnz_active: 943.13M, max_cells_active: 511997 
Batch 470: Elapsed time: 0:05:50, cells: 8256, cells/sec: 23.59, nnz: 13.91M, nnz/sec: 39737.55, nnz/cell: 1684.6, max_nnz_active: 1137.32M, max_cells_active: 511837 
Batch 738: Elapsed time: 0:05:51, cells: 9476, cells/sec: 27.00, nnz: 28.47M, nnz/sec: 81103.90, nnz/cell: 3004.2, max_nnz_active: 1308.96M, max_cells_active: 511998 
Batch 714: Elapsed time: 0:05:51, cells: 8331, cells/sec: 23.74, nnz: 10.47M, nnz/sec: 29825.26, nnz/cell: 1256.6, max_nnz_active: 1283.17M, max_cells_active: 511935 
Batch 33: Elapsed time: 0:05:52, cells: 18511, cells/sec: 52.59, nnz: 8.55M, nnz/sec: 24284.89, nnz/cell: 461.8, max_nnz_active: 886.02M, max_cells_active: 511994 
Batch 929: Elapsed time: 0:05:52, cells: 24620, cells/sec: 69.94, nnz: 8.53M, nnz/sec: 24237.29, nnz/cell: 346.5, max_nnz_active: 1562.68M, max_cells_active: 511675 
Batch 266: Elapsed time: 0:05:53, cells: 18355, cells/sec: 52.00, nnz: 42.06M, nnz/sec: 119139.35, nnz/cell: 2291.3, max_nnz_active: 1155.89M, max_cells_active: 512000 
Batch 335: Elapsed time: 0:05:57, cells: 19934, cells/sec: 55.84, nnz: 25.71M, nnz/sec: 72017.73, nnz/cell: 1289.8, max_nnz_active: 1212.51M, max_cells_active: 511999 
Batch 808: Elapsed time: 0:05:59, cells: 13569, cells/sec: 37.80, nnz: 5.71M, nnz/sec: 15915.33, nnz/cell: 421.1, max_nnz_active: 1020.02M, max_cells_active: 511946 
